"gene","log2FoldChange","pvalue","padj"
"GENE1039",0.7452,0.3775,0.81
"GENE0606",-0.5115,0.4105,0.8153
"GENE0973",-0.4313,0.411,0.8153
"GENE0056",0.8912,0.4134,0.8174
"GENE0751",-0.6546,0.4131,0.8174
"GENE0153",-0.1431,0.4147,0.8186
"GENE0718",0.7469,0.4169,0.8215
"GENE0315",-0.0162,0.4181,0.8224
"GENE0344",-0.1303,0.4196,0.824
"GENE0776",-0.4414,0.4207,0.8248
"GENE0313",-0.2044,0.4223,0.8254
"GENE0664",-0.4368,0.4216,0.8254
"GENE0404",-0.1759,0.4231,0.8255
"GENE0227",-0.149,0.4259,0.8282
"GENE0933",-0.0773,0.4253,0.8282
"GENE0264",0.3858,0.4266,0.8284
"GENE0040",0.3434,0.4411,0.8288
"GENE0058",-0.4699,0.4383,0.8288
"GENE0063",0.3104,0.444,0.8288
"GENE0106",0.7953,0.442,0.8288
"GENE0198",-0.4571,0.4412,0.8288
"GENE0203",0.714,0.4432,0.8288
"GENE0218",-0.564,0.4392,0.8288
"GENE0259",0.1686,0.4446,0.8288
"GENE0364",-0.1935,0.4297,0.8288
"GENE0395",-0.0496,0.4391,0.8288
"GENE0462",0.9744,0.4353,0.8288
"GENE0533",0.0356,0.4334,0.8288
"GENE0544",0.0084,0.4408,0.8288
"GENE0637",0.3222,0.4401,0.8288
"GENE0659",-0.4881,0.4372,0.8288
"GENE0744",0.3109,0.4391,0.8288
"GENE0836",0.5245,0.4411,0.8288
"GENE0855",-0.1461,0.4315,0.8288
"GENE0880",-0.165,0.4448,0.8288
"GENE0911",0.0429,0.4278,0.8288
"GENE0937",0.0263,0.4388,0.8288
"GENE0956",0.0758,0.4355,0.8288
"GENE0982",0.0337,0.4415,0.8288
"GENE0983",-0.2191,0.4371,0.8288
"GENE1025",0.1327,0.4327,0.8288
"GENE1050",0.0683,0.4448,0.8288
"GENE0444",0.3838,0.4461,0.83
"GENE0215",0.4445,0.4473,0.8309
"GENE0045",-0.3099,0.4508,0.8336
"GENE0089",0.1665,0.4501,0.8336
"GENE0700",-0.137,0.4508,0.8336
"GENE0188",-0.3447,0.4562,0.836
"GENE0459",-0.452,0.4559,0.836
"GENE0528",0.5311,0.4545,0.836
"GENE0624",0.7936,0.4563,0.836
"GENE0731",-0.2198,0.4542,0.836
"GENE0804",-0.0053,0.4541,0.836
"GENE0471",-0.366,0.457,0.8361
"GENE0137",-0.1354,0.4582,0.8367
"GENE0917",-0.0899,0.4588,0.8367
"GENE0141",-0.8615,0.4604,0.8383
"GENE0742",-0.6009,0.4632,0.8415
"GENE0934",-1.081,0.4635,0.8415
"GENE0597",-0.3673,0.4643,0.8417
"GENE0689",0.7002,0.4662,0.8437
"GENE0775",-0.0282,0.4683,0.8463
"GENE0655",0.1144,0.4695,0.8472
"GENE0359",-0.8635,0.4711,0.8475
"GENE0514",0.0214,0.4708,0.8475
"GENE0422",-0.3197,0.4722,0.8482
"GENE0059",0.2564,0.476,0.8499
"GENE0347",0.4122,0.4782,0.8499
"GENE0355",0.7101,0.4788,0.8499
"GENE0406",-0.169,0.4789,0.8499
"GENE0491",-0.4908,0.4785,0.8499
"GENE0545",0.5933,0.4767,0.8499
"GENE0671",-0.521,0.4792,0.8499
"GENE0892",-0.1246,0.4779,0.8499
"GENE0902",0.0874,0.4795,0.8499
"GENE0117",-0.144,0.4806,0.8507
"GENE0370",-0.6135,0.4824,0.8512
"GENE0778",0.0627,0.4823,0.8512
"GENE0579",-0.8831,0.4848,0.8542
"GENE0217",-0.1389,0.4866,0.8561
"GENE0483",-0.2328,0.4892,0.8595
"GENE0991",-0.2172,0.491,0.8614
"GENE0162",-0.1074,0.4919,0.8616
"GENE0818",-0.7692,0.4925,0.8616
"GENE0087",0.4784,0.4964,0.8618
"GENE0114",-0.2928,0.4991,0.8618
"GENE0263",-0.1279,0.4949,0.8618
"GENE0415",-0.2286,0.496,0.8618
"GENE0431",-0.915,0.4977,0.8618
"GENE0529",0.3066,0.4938,0.8618
"GENE0577",0.259,0.499,0.8618
"GENE0929",0.4203,0.4944,0.8618
"GENE1014",-0.6529,0.4981,0.8618
"GENE0166",0.9927,0.5035,0.8681
"GENE0293",0.1099,0.5062,0.8713
"GENE0968",-0.9854,0.5068,0.8713
"GENE0069",0.069,0.5094,0.873
"GENE0196",-0.4716,0.5102,0.873
"GENE0724",-0.0353,0.5107,0.873
"GENE0756",-0.9158,0.5087,0.873
"GENE0592",-0.0607,0.5134,0.8764
"GENE0001",-0.2819,0.5168,0.8772
"GENE0052",-0.2754,0.5186,0.8772
"GENE0104",0.0711,0.5247,0.8772
"GENE0121",-0.2277,0.5294,0.8772
"GENE0178",0.9339,0.5351,0.8772
"GENE0192",0.1809,0.5298,0.8772
"GENE0194",0.3737,0.5324,0.8772
"GENE0376",-0.0037,0.526,0.8772
"GENE0381",0.3432,0.5275,0.8772
"GENE0401",0.4835,0.526,0.8772
"GENE0412",0.2936,0.5283,0.8772
"GENE0457",0.2292,0.5245,0.8772
"GENE0508",-0.1123,0.5279,0.8772
"GENE0520",0.5355,0.5363,0.8772
"GENE0530",0.0645,0.5262,0.8772
"GENE0605",-0.0615,0.5272,0.8772
"GENE0650",-0.1149,0.5368,0.8772
"GENE0658",0.2293,0.5293,0.8772
"GENE0685",-0.4796,0.5372,0.8772
"GENE0733",-0.4781,0.5291,0.8772
"GENE0771",-0.1529,0.5149,0.8772
"GENE0803",0.4479,0.5253,0.8772
"GENE0805",-0.2698,0.5217,0.8772
"GENE0830",-0.0076,0.537,0.8772
"GENE0854",-1.067,0.5371,0.8772
"GENE0865",0.1627,0.5239,0.8772
"GENE0867",-0.0252,0.5328,0.8772
"GENE0900",-0.2368,0.5314,0.8772
"GENE0953",0.2362,0.5365,0.8772
"GENE0977",0.1711,0.5164,0.8772
"GENE1003",-0.3918,0.5198,0.8772
"GENE1041",0.2117,0.5373,0.8772
"GENE0225",-0.5205,0.5419,0.8787
"GENE0272",0.1775,0.5433,0.8787
"GENE0306",0.6805,0.5433,0.8787
"GENE0338",0.002,0.5426,0.8787
"GENE0697",-1.099,0.5398,0.8787
"GENE0996",-0.141,0.5425,0.8787
"GENE1015",0.1579,0.5408,0.8787
"GENE0213",-0.1801,0.5465,0.879
"GENE0373",-0.3704,0.5473,0.879
"GENE0691",0.4188,0.5445,0.879
"GENE0723",0.7846,0.5489,0.879
"GENE0809",0.3274,0.5494,0.879
"GENE0828",1.0573,0.5466,0.879
"GENE0891",0.1001,0.5455,0.879
"GENE0961",-0.3578,0.5486,0.879
"GENE0875",-0.2274,0.5526,0.8829
"GENE0328",0.0767,0.5569,0.884
"GENE0574",-0.2104,0.5557,0.884
"GENE0736",-0.2031,0.5569,0.884
"GENE0888",0.7398,0.5569,0.884
"GENE1046",0.3966,0.554,0.884
"GENE0276",0.5086,0.5592,0.8853
"GENE0702",0.8872,0.5586,0.8853
"GENE0039",0.495,0.565,0.8876
"GENE0074",-0.4203,0.5623,0.8876
"GENE0078",5e-04,0.5629,0.8876
"GENE0079",0.0335,0.5654,0.8876
"GENE0326",0.2053,0.5658,0.8876
"GENE0345",-1.0192,0.5642,0.8876
"GENE0781",-0.3419,0.5637,0.8876
"GENE0109",0.1729,0.5728,0.8888
"GENE0169",-0.065,0.5713,0.8888
"GENE0296",0.0605,0.5733,0.8888
"GENE0432",0.2254,0.5698,0.8888
"GENE0469",0.6661,0.5674,0.8888
"GENE0473",-0.0493,0.5722,0.8888
"GENE0556",-0.3346,0.5723,0.8888
"GENE0703",-0.0405,0.571,0.8888
"GENE0894",-0.2965,0.5682,0.8888
"GENE0050",0.3965,0.581,0.8904
"GENE0325",0.2169,0.5777,0.8904
"GENE0388",0.1552,0.5804,0.8904
"GENE0527",-0.0649,0.5776,0.8904
"GENE0604",0.244,0.5794,0.8904
"GENE0616",-0.1907,0.5798,0.8904
"GENE0755",-0.5808,0.5765,0.8904
"GENE0927",-0.4532,0.581,0.8904
"GENE1042",0.1252,0.5775,0.8904
"GENE0614",-0.6294,0.583,0.8923
"GENE0578",0.9112,0.5844,0.8934
"GENE0003",-0.376,0.5884,0.8937
"GENE0067",-0.8122,0.5887,0.8937
"GENE0224",-0.1534,0.589,0.8937
"GENE0504",0.0051,0.5862,0.8937
"GENE0511",-1.1378,0.5891,0.8937
"GENE0696",0.0653,0.5866,0.8937
"GENE0617",-0.1344,0.5906,0.8949
"GENE0797",-0.0049,0.5923,0.8963
"GENE0122",0.6044,0.5935,0.8965
"GENE1021",-0.1469,0.5939,0.8965
"GENE0101",-0.2792,0.5956,0.8967
"GENE0525",-0.0215,0.5963,0.8967
"GENE0651",0.0274,0.5962,0.8967
"GENE0807",-0.1917,0.5975,0.8974
"GENE0641",-1.0947,0.5995,0.8993
"GENE0047",0.1641,0.6006,0.8996
"GENE0813",0.3007,0.602,0.8996
"GENE0864",-0.139,0.6015,0.8996
"GENE0320",0.2224,0.6101,0.9034
"GENE0417",0.458,0.6085,0.9034
"GENE0580",-0.5242,0.6085,0.9034
"GENE0759",0.3677,0.6083,0.9034
"GENE0788",-0.0502,0.6092,0.9034
"GENE0796",-0.4632,0.6086,0.9034
"GENE0964",0.9949,0.6105,0.9034
"GENE0993",0.2308,0.6063,0.9034
"GENE0632",-0.23,0.6125,0.9052
"GENE0602",0.6761,0.6139,0.9061
"GENE0292",0.1694,0.6148,0.9062
"GENE0766",0.7617,0.6154,0.9062
"GENE0339",-0.1585,0.6163,0.9063
"GENE0820",0.221,0.617,0.9063
"GENE1020",0.9162,0.6184,0.9073
"GENE0453",-0.3388,0.6206,0.9082
"GENE0810",-0.777,0.6202,0.9082
"GENE1007",0.3649,0.6235,0.9113
"GENE0484",-0.163,0.6286,0.9128
"GENE0500",-0.393,0.627,0.9128
"GENE0571",-0.4474,0.6285,0.9128
"GENE0743",0.5772,0.6291,0.9128
"GENE0784",0.1761,0.6284,0.9128
"GENE0844",-0.1176,0.6253,0.9128
"GENE0458",-0.944,0.63,0.913
"GENE0080",-0.2653,0.6333,0.9135
"GENE0125",-0.0451,0.6312,0.9135
"GENE0204",-0.1489,0.6321,0.9135
"GENE0314",-0.2951,0.6343,0.9135
"GENE0446",-1.3536,0.6353,0.9135
"GENE0501",0.0348,0.6335,0.9135
"GENE0549",-0.9908,0.6357,0.9135
"GENE0228",-0.7225,0.6406,0.9174
"GENE0943",0.3899,0.6403,0.9174
"GENE1045",0.8639,0.6398,0.9174
"GENE0852",0.2968,0.6429,0.9195
"GENE0713",-0.1069,0.6443,0.9204
"GENE0002",0.0826,0.658,0.9253
"GENE0026",-0.0253,0.6558,0.9253
"GENE0065",-0.3345,0.6529,0.9253
"GENE0099",-0.5511,0.6488,0.9253
"GENE0111",-0.2861,0.6572,0.9253
"GENE0136",-0.6914,0.6597,0.9253
"GENE0183",0.099,0.6515,0.9253
"GENE0220",-0.0201,0.6519,0.9253
"GENE0268",-0.5351,0.6563,0.9253
"GENE0273",-0.3833,0.6599,0.9253
"GENE0351",0.6632,0.6516,0.9253
"GENE0365",-0.0762,0.656,0.9253
"GENE0390",-0.365,0.6561,0.9253
"GENE0426",0.7256,0.653,0.9253
"GENE0479",0.5373,0.6583,0.9253
"GENE0881",-0.4233,0.6601,0.9253
"GENE0732",0.4213,0.6687,0.9353
"GENE1035",0.3947,0.6683,0.9353
"GENE0482",-0.5161,0.6713,0.9359
"GENE0486",1.1009,0.6723,0.9359
"GENE0495",1.7146,0.6721,0.9359
"GENE0750",0.7972,0.67,0.9359
"GENE0332",-0.7061,0.676,0.9361
"GENE0386",-0.0254,0.6764,0.9361
"GENE0787",0.1792,0.6762,0.9361
"GENE0879",0.1441,0.6734,0.9361
"GENE0986",0.0582,0.6744,0.9361
"GENE0840",-0.4426,0.6772,0.9362
"GENE0506",0.7173,0.6832,0.9374
"GENE0726",0.0318,0.683,0.9374
"GENE0748",-0.3653,0.6829,0.9374
"GENE0808",0.4485,0.6835,0.9374
"GENE0992",-0.3011,0.683,0.9374
"GENE0999",-0.6672,0.6825,0.9374
"GENE1047",0.3339,0.6801,0.9374
"GENE0010",-0.1374,0.6868,0.9375
"GENE0098",-0.258,0.6903,0.9375
"GENE0116",-0.1768,0.6886,0.9375
"GENE0245",0.5233,0.6903,0.9375
"GENE0284",-0.3156,0.6905,0.9375
"GENE0375",-0.5254,0.6852,0.9375
"GENE0485",1.0577,0.6907,0.9375
"GENE0488",-0.4697,0.6877,0.9375
"GENE1011",-0.2434,0.6865,0.9375
"GENE0282",-0.1834,0.6916,0.9377
"GENE0825",0.0826,0.6926,0.9381
"GENE0740",0.223,0.6939,0.9388
"GENE0240",-0.0024,0.6967,0.9415
"GENE0324",-0.8414,0.7018,0.9463
"GENE0349",0.3615,0.7016,0.9463
"GENE0172",0.0476,0.7059,0.9464
"GENE0318",-0.0545,0.7047,0.9464
"GENE0871",0.7976,0.7053,0.9464
"GENE0909",0.3219,0.705,0.9464
"GENE0916",-0.2916,0.7036,0.9464
"GENE0127",-0.0331,0.7073,0.9472
"GENE0057",-0.1652,0.7108,0.9507
"GENE0638",0.2093,0.7115,0.9507
"GENE0130",-0.1459,0.7132,0.952
"GENE0628",-0.1109,0.7146,0.9528
"GENE0862",0.4439,0.7155,0.9529
"GENE0119",0.2224,0.7177,0.9538
"GENE0669",0.0321,0.7177,0.9538
"GENE0823",0.1322,0.7201,0.9559
"GENE0270",-0.4229,0.7221,0.956
"GENE0519",-0.1647,0.7226,0.956
"GENE0981",0.2086,0.7216,0.956
"GENE0850",0.1591,0.7247,0.9567
"GENE0856",-0.4249,0.7241,0.9567
"GENE0976",-0.4325,0.7264,0.9578
"GENE0413",0.5061,0.7282,0.9592
"GENE0607",-0.6735,0.7305,0.96
"GENE0782",0.517,0.7312,0.96
"GENE0919",0.0163,0.7307,0.96
"GENE0266",0.1215,0.7369,0.9608
"GENE0322",0.6737,0.7362,0.9608
"GENE0433",-0.6893,0.7368,0.9608
"GENE0455",-0.6543,0.7338,0.9608
"GENE0499",0.1564,0.7374,0.9608
"GENE0978",0.2273,0.734,0.9608
"GENE0997",-0.3963,0.7359,0.9608
"GENE0630",0.6132,0.7419,0.9655
"GENE0077",-0.1995,0.7475,0.9668
"GENE0248",-0.1151,0.7441,0.9668
"GENE0496",-0.499,0.7484,0.9668
"GENE0668",0.3097,0.7477,0.9668
"GENE0727",-0.6834,0.7484,0.9668
"GENE0817",0.3586,0.7477,0.9668
"GENE1027",-0.4543,0.7469,0.9668
"GENE0131",0.0271,0.7508,0.9688
"GENE0456",0.0253,0.7517,0.9689
"GENE0066",0.085,0.7547,0.969
"GENE0123",-0.0966,0.7599,0.969
"GENE0152",-0.0084,0.7587,0.969
"GENE0181",-0.5541,0.7535,0.969
"GENE0210",0.2295,0.7551,0.969
"GENE0309",-0.461,0.7573,0.969
"GENE0358",-0.07,0.7595,0.969
"GENE0443",-0.0082,0.7571,0.969
"GENE0568",-0.072,0.7526,0.969
"GENE1018",-0.6003,0.758,0.969
"GENE0083",0.5301,0.7615,0.9691
"GENE0890",0.1199,0.7613,0.9691
"GENE0009",0.2591,0.7887,0.9693
"GENE0030",0.1881,0.7675,0.9693
"GENE0032",-0.0463,0.775,0.9693
"GENE0034",-0.0242,0.7848,0.9693
"GENE0061",1.0807,0.78,0.9693
"GENE0082",-0.0608,0.7689,0.9693
"GENE0150",-0.7383,0.7627,0.9693
"GENE0189",-0.1936,0.7867,0.9693
"GENE0205",-1.0284,0.7799,0.9693
"GENE0233",-0.2882,0.7772,0.9693
"GENE0236",-0.0442,0.7863,0.9693
"GENE0269",-0.149,0.7797,0.9693
"GENE0308",0.2552,0.7767,0.9693
"GENE0317",-0.2178,0.7658,0.9693
"GENE0337",0.426,0.7812,0.9693
"GENE0363",-0.286,0.7686,0.9693
"GENE0463",0.5606,0.7711,0.9693
"GENE0543",0.2311,0.7687,0.9693
"GENE0575",0.3818,0.7764,0.9693
"GENE0586",0.3954,0.7647,0.9693
"GENE0603",0.2377,0.7856,0.9693
"GENE0622",-0.8041,0.7892,0.9693
"GENE0647",0.3815,0.7643,0.9693
"GENE0680",-0.4495,0.7892,0.9693
"GENE0684",0.0644,0.7744,0.9693
"GENE0686",-0.1929,0.7872,0.9693
"GENE0695",0.2075,0.7871,0.9693
"GENE0699",0.2948,0.7694,0.9693
"GENE0769",0.0632,0.7709,0.9693
"GENE0869",0.1043,0.7759,0.9693
"GENE0873",-0.2804,0.7813,0.9693
"GENE0874",-0.1978,0.7841,0.9693
"GENE0974",-0.3176,0.7741,0.9693
"GENE1009",-0.561,0.7886,0.9693
"GENE0041",-0.074,0.8039,0.9705
"GENE0112",-0.2077,0.8005,0.9705
"GENE0168",-0.641,0.7947,0.9705
"GENE0197",0.6485,0.7922,0.9705
"GENE0250",0.4592,0.7994,0.9705
"GENE0255",0.313,0.8008,0.9705
"GENE0304",-0.1726,0.7946,0.9705
"GENE0346",-0.634,0.8005,0.9705
"GENE0352",0.3048,0.7995,0.9705
"GENE0371",-0.1749,0.8017,0.9705
"GENE0454",-0.7,0.7925,0.9705
"GENE0587",-0.0652,0.8016,0.9705
"GENE0687",-0.2953,0.7976,0.9705
"GENE0792",0.622,0.7946,0.9705
"GENE0832",0.8101,0.8032,0.9705
"GENE0848",0.1363,0.8002,0.9705
"GENE0901",-0.6936,0.8023,0.9705
"GENE0223",-0.2836,0.8082,0.9718
"GENE0645",-0.0164,0.8072,0.9718
"GENE0884",0.0823,0.8075,0.9718
"GENE0914",0.0687,0.8068,0.9718
"GENE0222",0.001,0.8133,0.9741
"GENE0466",0.1257,0.8142,0.9741
"GENE0905",0.2929,0.8142,0.9741
"GENE0913",-0.661,0.8137,0.9741
"GENE1034",-0.1036,0.8136,0.9741
"GENE0311",0.4696,0.8179,0.9762
"GENE0793",0.0758,0.8176,0.9762
"GENE0980",0.0291,0.8184,0.9762
"GENE0014",-0.9966,0.8221,0.9787
"GENE0763",-0.5766,0.8215,0.9787
"GENE0331",-0.1472,0.8263,0.9804
"GENE0596",0.3457,0.8287,0.9804
"GENE0657",0.0011,0.8246,0.9804
"GENE0835",0.0924,0.8291,0.9804
"GENE0935",0.3582,0.8293,0.9804
"GENE0988",-0.0181,0.829,0.9804
"GENE1030",0.2374,0.8267,0.9804
"GENE0252",0.1832,0.8311,0.9814
"GENE0540",-0.1382,0.8326,0.9814
"GENE0767",0.289,0.8325,0.9814
"GENE0741",-1.0103,0.8362,0.9828
"GENE0849",-0.8803,0.8348,0.9828
"GENE0984",0.337,0.8359,0.9828
"GENE0018",0.4247,0.8374,0.9832
"GENE0249",-0.0748,0.8384,0.9835
"GENE0441",-0.1952,0.8399,0.9842
"GENE0020",0.2673,0.8421,0.9856
"GENE0025",0.2789,0.8712,0.9856
"GENE0092",0.5435,0.872,0.9856
"GENE0095",0.7141,0.8563,0.9856
"GENE0140",-0.0256,0.843,0.9856
"GENE0202",0.76,0.849,0.9856
"GENE0230",0.1184,0.8664,0.9856
"GENE0254",-0.1114,0.872,0.9856
"GENE0281",0.1792,0.8711,0.9856
"GENE0312",0.0446,0.8563,0.9856
"GENE0348",-0.0861,0.8717,0.9856
"GENE0354",-0.0868,0.864,0.9856
"GENE0403",-0.2713,0.8497,0.9856
"GENE0436",-0.0892,0.8635,0.9856
"GENE0438",-0.0116,0.8509,0.9856
"GENE0481",-0.1608,0.8674,0.9856
"GENE0539",0.271,0.8614,0.9856
"GENE0553",-0.5027,0.8696,0.9856
"GENE0566",0.4935,0.8672,0.9856
"GENE0572",0.3822,0.8453,0.9856
"GENE0600",-0.3434,0.8681,0.9856
"GENE0649",-0.1456,0.8545,0.9856
"GENE0652",-0.3706,0.8631,0.9856
"GENE0653",0.8234,0.8674,0.9856
"GENE0666",-0.1451,0.8505,0.9856
"GENE0721",0.2202,0.8609,0.9856
"GENE0735",0.1909,0.8619,0.9856
"GENE0772",-0.7491,0.861,0.9856
"GENE0866",0.6295,0.8605,0.9856
"GENE0876",0.0837,0.8551,0.9856
"GENE0887",-0.4292,0.8633,0.9856
"GENE0962",-0.009,0.8723,0.9856
"GENE0963",-1.1315,0.8626,0.9856
"GENE0967",0.656,0.8704,0.9856
"GENE0979",0.9122,0.8504,0.9856
"GENE1037",-0.1046,0.8532,0.9856
"GENE1038",0.3915,0.8463,0.9856
"GENE1040",-0.0029,0.8676,0.9856
"GENE0475",0.6079,0.8741,0.9858
"GENE0698",0.2611,0.8739,0.9858
"GENE0171",1.0386,0.8758,0.9864
"GENE0535",0.7389,0.8763,0.9864
"GENE0512",-0.4212,0.8783,0.9878
"GENE0013",-0.2796,0.8874,0.9893
"GENE0073",0.2748,0.8965,0.9893
"GENE0094",0.3151,0.8927,0.9893
"GENE0149",-0.5788,0.8935,0.9893
"GENE0160",0.8412,0.9089,0.9893
"GENE0182",0.4428,0.9035,0.9893
"GENE0187",0.6591,0.8882,0.9893
"GENE0208",0.2436,0.8934,0.9893
"GENE0246",-0.9001,0.8857,0.9893
"GENE0251",0.0613,0.8936,0.9893
"GENE0286",-0.4505,0.8904,0.9893
"GENE0287",-0.3007,0.8884,0.9893
"GENE0323",0.3666,0.904,0.9893
"GENE0329",-0.3888,0.8971,0.9893
"GENE0333",-0.1654,0.8994,0.9893
"GENE0336",0.3297,0.9053,0.9893
"GENE0407",-0.165,0.9057,0.9893
"GENE0420",0.7691,0.8953,0.9893
"GENE0428",-0.3508,0.8972,0.9893
"GENE0451",0.4328,0.89,0.9893
"GENE0487",-0.075,0.8821,0.9893
"GENE0503",-0.5325,0.9059,0.9893
"GENE0523",-0.3982,0.9102,0.9893
"GENE0591",-0.132,0.8909,0.9893
"GENE0608",-0.1005,0.8836,0.9893
"GENE0642",-0.1532,0.8906,0.9893
"GENE0737",0.4163,0.9019,0.9893
"GENE0739",0.5377,0.9002,0.9893
"GENE0749",0.8108,0.908,0.9893
"GENE0798",-0.5512,0.9102,0.9893
"GENE0826",0.0748,0.8886,0.9893
"GENE0889",-0.39,0.91,0.9893
"GENE0915",0.7982,0.9081,0.9893
"GENE0969",0.3326,0.9052,0.9893
"GENE0994",0.472,0.8973,0.9893
"GENE1000",-0.3138,0.8808,0.9893
"GENE1005",0.0312,0.9024,0.9893
"GENE1044",-0.417,0.9113,0.9896
"GENE0023",0.0336,0.9137,0.99
"GENE0086",0.1498,0.9136,0.99
"GENE0177",0.3544,0.9141,0.99
"GENE0393",0.4913,0.9164,0.9905
"GENE0589",0.1693,0.9179,0.9905
"GENE0777",0.4892,0.9156,0.9905
"GENE0815",-0.1059,0.9174,0.9905
"GENE0319",-0.5824,0.9191,0.9908
"GENE0398",0.0203,0.9198,0.9908
"GENE0180",0.5436,0.9223,0.9927
"GENE0430",-0.3065,0.9238,0.9933
"GENE0017",-0.0073,0.9565,0.9937
"GENE0049",-0.0506,0.9572,0.9937
"GENE0093",0.5222,0.9552,0.9937
"GENE0102",0.019,0.9444,0.9937
"GENE0105",-0.2946,0.9319,0.9937
"GENE0161",0.1913,0.9385,0.9937
"GENE0186",-0.0714,0.9496,0.9937
"GENE0200",-0.1715,0.9336,0.9937
"GENE0244",-0.3954,0.9592,0.9937
"GENE0247",-0.2452,0.9359,0.9937
"GENE0258",0.2577,0.9445,0.9937
"GENE0340",-0.2384,0.9257,0.9937
"GENE0343",0.1108,0.9606,0.9937
"GENE0368",0.2556,0.9299,0.9937
"GENE0414",-0.3474,0.9536,0.9937
"GENE0439",-0.2914,0.947,0.9937
"GENE0445",0.0923,0.9554,0.9937
"GENE0477",0.164,0.9302,0.9937
"GENE0509",0.5217,0.9415,0.9937
"GENE0532",0.5262,0.9289,0.9937
"GENE0570",0.4052,0.9601,0.9937
"GENE0626",-0.4953,0.9375,0.9937
"GENE0629",-0.1439,0.9558,0.9937
"GENE0677",-0.4748,0.9348,0.9937
"GENE0701",-0.3184,0.9391,0.9937
"GENE0714",-0.5509,0.9604,0.9937
"GENE0728",0.3887,0.9525,0.9937
"GENE0738",-0.0894,0.9503,0.9937
"GENE0752",-0.3805,0.9314,0.9937
"GENE0779",-0.1738,0.9424,0.9937
"GENE0819",-0.7487,0.9328,0.9937
"GENE0824",0.0364,0.9342,0.9937
"GENE0853",-0.4641,0.9588,0.9937
"GENE0895",0.2972,0.9508,0.9937
"GENE0906",-0.4648,0.9414,0.9937
"GENE0910",-0.4223,0.9592,0.9937
"GENE0920",0.8746,0.9327,0.9937
"GENE0950",0.2133,0.9464,0.9937
"GENE0975",-1.3486,0.9523,0.9937
"GENE1010",0.4492,0.9536,0.9937
"GENE1013",-0.7299,0.9578,0.9937
"GENE1028",0.3381,0.9525,0.9937
"GENE1032",-0.1793,0.9477,0.9937
"GENE1048",0.0664,0.94,0.9937
"GENE0062",-0.0177,0.9616,0.9939
"GENE0081",-0.2559,0.9626,0.9941
"GENE0006",-0.3692,0.9851,0.9948
"GENE0038",-0.0267,0.9659,0.9948
"GENE0170",0.0934,0.9689,0.9948
"GENE0261",0.428,0.9856,0.9948
"GENE0271",-0.1165,0.9824,0.9948
"GENE0277",-1.0301,0.981,0.9948
"GENE0278",0.3335,0.965,0.9948
"GENE0303",0.8871,0.9728,0.9948
"GENE0396",-0.4159,0.9737,0.9948
"GENE0449",0.1066,0.9798,0.9948
"GENE0465",0.0022,0.9839,0.9948
"GENE0467",-0.3177,0.9817,0.9948
"GENE0478",0.1051,0.9865,0.9948
"GENE0546",-0.0296,0.9807,0.9948
"GENE0618",-0.8066,0.9772,0.9948
"GENE0692",-0.034,0.9716,0.9948
"GENE0706",-0.6049,0.9775,0.9948
"GENE0745",-0.4352,0.9699,0.9948
"GENE0747",0.4651,0.9795,0.9948
"GENE0765",0.0791,0.9857,0.9948
"GENE0773",0.418,0.9854,0.9948
"GENE0800",0.5261,0.9642,0.9948
"GENE0831",-0.2449,0.9693,0.9948
"GENE0939",-0.1654,0.9681,0.9948
"GENE0945",-0.4203,0.9828,0.9948
"GENE0959",-0.2099,0.973,0.9948
"GENE0970",-0.1548,0.9863,0.9948
"GENE1033",-0.3553,0.9783,0.9948
"GENE0007",0.2193,0.9918,0.9952
"GENE0176",-0.0156,0.9886,0.9952
"GENE0383",-0.4154,0.9916,0.9952
"GENE0405",-0.1873,0.9881,0.9952
"GENE0418",-0.113,0.9919,0.9952
"GENE0816",0.8908,0.9909,0.9952
"GENE0476",-0.5934,0.9931,0.9956
"GENE0357",-0.5281,0.9954,0.9971
"GENE0842",-0.9318,0.9975,0.9984
"GENE0489",-0.8878,0.9999,0.9999
